CustomerID,Gender,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3181-MIZBN,Male,Month-to-month,Electronic check,19.75,313.4,No
3181-VTHOE,Male,One year,Bank transfer (automatic),51.05,3635.15,No
3186-AJIEK,Male,Two year,Bank transfer (automatic),105.65,6844.5,No
3186-BAXNB,Female,Month-to-month,Electronic check,91.7,91.7,Yes
3190-FZATL,Male,Month-to-month,Mailed check,19.95,268.4,No
3190-ITQXP,Female,Two year,Bank transfer (automatic),20.25,890.35,No
3190-XFANI,Male,One year,Bank transfer (automatic),100.6,5069.65,Yes
3191-CSNMG,Female,Month-to-month,Electronic check,80.7,239.45,No
3192-LNKRK,Male,Month-to-month,Mailed check,84.05,2909.95,No
3192-NQECA,Male,Two year,Bank transfer (automatic),110.0,7611.85,Yes
3194-ORPIK,Female,Month-to-month,Bank transfer (automatic),84.4,4116.15,Yes
3195-TQDZX,Male,Month-to-month,Electronic check,20.25,61.45,No
3196-NVXLZ,Female,Month-to-month,Mailed check,84.6,2088.05,No
3197-ARFOY,Female,Month-to-month,Mailed check,105.0,2007.25,No
3197-NNYNB,Male,Two year,Credit card (automatic),105.1,6631.85,No
3198-VELRD,Female,Month-to-month,Bank transfer (automatic),84.75,264.85,Yes
3199-NPKCN,Female,One year,Electronic check,111.25,7511.65,No
3199-XGZCY,Female,Month-to-month,Electronic check,75.25,576.7,No
3200-MNQTF,Male,Two year,Credit card (automatic),70.9,4677.1,No
3205-MXZRA,Male,One year,Credit card (automatic),59.45,1507.0,No
3207-OYBWH,Male,Month-to-month,Bank transfer (automatic),95.25,5427.05,Yes
3208-YPIOE,Male,Month-to-month,Electronic check,75.25,3017.65,Yes
3209-ZPKFI,Male,Month-to-month,Electronic check,54.25,2538.2,No
3211-AAPKX,Male,Month-to-month,Mailed check,98.55,2031.95,No
3211-ILJTT,Male,Month-to-month,Bank transfer (automatic),70.4,1214.05,Yes
3212-KXOCR,Male,Two year,Bank transfer (automatic),21.0,1107.2,No
3213-VVOLG,Male,Two year,Mailed check,25.35,0.0,No
3214-IYUUQ,Female,One year,Bank transfer (automatic),93.7,5860.7,No
3217-FZDMN,Female,Month-to-month,Credit card (automatic),94.45,742.95,Yes
3219-JQRSL,Female,Two year,Credit card (automatic),89.1,6352.4,No
3221-CJMSG,Male,Month-to-month,Credit card (automatic),51.1,1269.6,No
3223-DWFIO,Male,Month-to-month,Electronic check,69.35,261.65,No
3223-WZWJM,Male,Month-to-month,Electronic check,83.95,2254.2,Yes
3224-DFQNQ,Female,One year,Electronic check,89.0,5898.6,No
3227-WLKLI,Female,Two year,Bank transfer (automatic),91.55,5963.95,No
3229-USWAR,Female,One year,Bank transfer (automatic),79.95,2727.3,No
3230-IUALN,Female,Two year,Mailed check,81.0,3533.6,No
3230-JCNZS,Female,Two year,Credit card (automatic),99.0,7061.65,No
3230-WYKIR,Male,One year,Credit card (automatic),82.0,1425.45,Yes
3234-VKACU,Male,Month-to-month,Electronic check,70.3,132.4,No
3235-ETOOB,Male,Month-to-month,Electronic check,74.5,609.9,Yes
3237-AJGEH,Female,Month-to-month,Mailed check,31.0,95.05,Yes
3239-TPHPZ,Female,Two year,Electronic check,20.05,264.55,No
3243-ZHOHY,Female,One year,Mailed check,20.1,296.15,No
3244-CQPHU,Female,Two year,Bank transfer (automatic),110.1,7746.7,No
3244-DCJWY,Female,Month-to-month,Electronic check,70.25,70.25,Yes
3247-MHJKM,Male,Month-to-month,Mailed check,20.2,20.2,No
3247-ZVOUO,Male,Month-to-month,Electronic check,85.55,851.75,Yes
3249-VHRIP,Female,Two year,Credit card (automatic),43.6,2748.7,No
3249-ZPQRG,Male,Month-to-month,Electronic check,78.45,330.05,Yes
3251-YMVWZ,Male,One year,Bank transfer (automatic),24.05,1301.9,No
3253-HKOKL,Female,One year,Electronic check,100.3,5244.45,No
3254-YRILK,Male,Month-to-month,Electronic check,88.2,1775.8,Yes
3255-GRXMG,Male,Month-to-month,Credit card (automatic),45.65,747.2,No
3256-EZDBI,Male,Month-to-month,Credit card (automatic),29.45,1459.35,No
3258-SANFR,Male,Month-to-month,Credit card (automatic),44.7,276.5,No
3258-SYSWS,Male,Two year,Bank transfer (automatic),113.8,7845.8,No
3258-ZKPAI,Male,Two year,Bank transfer (automatic),116.6,8337.45,No
3259-FDWOY,Male,Two year,Bank transfer (automatic),106.0,7723.7,Yes
3259-KNMRR,Male,Two year,Bank transfer (automatic),79.75,4438.2,No
3259-QMXUN,Male,Two year,Electronic check,86.1,4890.5,No
3261-CQXOL,Female,Two year,Bank transfer (automatic),25.45,1813.35,No
3262-EIDHV,Female,Two year,Credit card (automatic),84.7,5893.9,No
3266-FTKHB,Male,Two year,Mailed check,19.15,343.45,No
3269-ATYWD,Male,Month-to-month,Bank transfer (automatic),95.65,3759.05,Yes
3272-VUHPV,Female,Month-to-month,Bank transfer (automatic),56.3,401.5,No
3274-NSDWE,Female,Two year,Credit card (automatic),19.6,1441.65,No
3275-RHRNE,Male,One year,Credit card (automatic),60.0,1682.05,No
3276-HDUEG,Female,Month-to-month,Mailed check,75.05,75.05,Yes
3278-FSIXX,Female,Month-to-month,Mailed check,45.25,74.2,No
3279-DYZQM,Male,Two year,Mailed check,19.45,1378.45,No
3280-MRDOF,Male,Two year,Credit card (automatic),69.1,2093.9,No
3280-NMUVX,Male,One year,Credit card (automatic),19.6,678.8,No
3282-ZISZV,Male,One year,Credit card (automatic),83.7,2633.3,No
3283-WCWXT,Male,Two year,Mailed check,25.4,153.3,No
3284-SVCRO,Female,Two year,Mailed check,25.5,1121.05,No
3285-UCQVC,Female,Month-to-month,Credit card (automatic),28.6,973.55,Yes
3292-PBZEJ,Male,Month-to-month,Electronic check,111.4,1183.05,No
3295-YVUSR,Male,Month-to-month,Mailed check,72.6,154.3,No
3296-SILRA,Female,Month-to-month,Mailed check,76.4,76.4,Yes
3298-QEICA,Female,Two year,Mailed check,34.6,813.45,No
3301-LSLWQ,Female,Month-to-month,Electronic check,66.1,1912.15,No
3301-VKTGC,Male,One year,Bank transfer (automatic),85.5,5696.6,No
3307-TLCUD,Male,Month-to-month,Mailed check,34.4,592.75,No
3308-DGHKL,Male,Two year,Bank transfer (automatic),19.3,1447.9,No
3308-JSGML,Male,Two year,Credit card (automatic),64.05,3886.85,No
3308-MHOOC,Male,Month-to-month,Mailed check,19.2,19.2,No
3312-UUMZW,Male,Month-to-month,Credit card (automatic),98.85,3145.9,No
3312-ZWLGF,Male,Month-to-month,Electronic check,79.3,2414.55,No
3313-QKNKB,Male,One year,Electronic check,85.55,5084.65,Yes
3315-IKYZQ,Male,One year,Mailed check,50.8,1386.8,No
3315-TOTBP,Male,Month-to-month,Mailed check,76.0,1130.85,Yes
3316-UWXUY,Male,Month-to-month,Credit card (automatic),93.5,4747.5,No
3317-HRTNN,Female,Month-to-month,Electronic check,45.7,198.0,Yes
3317-VLGQT,Female,Month-to-month,Electronic check,78.1,1122.4,No
3318-ISQFQ,Female,Month-to-month,Bank transfer (automatic),19.5,413.0,No
3318-NMQXL,Male,Month-to-month,Electronic check,92.0,266.8,No
3318-OSATS,Male,Month-to-month,Electronic check,95.45,3474.05,Yes
3319-DWOEP,Male,Month-to-month,Electronic check,95.75,573.75,Yes
3320-VEOYC,Male,Month-to-month,Electronic check,95.6,1273.3,No
3323-CPBWR,Male,Month-to-month,Credit card (automatic),96.9,2085.45,No
3324-OIRTO,Male,One year,Bank transfer (automatic),104.65,7288.4,No
3325-FUYCG,Male,One year,Electronic check,106.1,2847.4,Yes
3327-YBAKM,Female,One year,Mailed check,96.9,6314.35,No
3329-WDIOK,Female,Month-to-month,Electronic check,50.6,155.35,Yes
3331-HQDTW,Female,Month-to-month,Mailed check,109.8,3587.25,Yes
3334-CTHOL,Female,Month-to-month,Bank transfer (automatic),49.95,49.95,Yes
3336-JORSO,Female,Month-to-month,Electronic check,110.45,3655.45,Yes
3337-EUOON,Male,Two year,Bank transfer (automatic),26.0,1796.55,
3338-CVVEH,Male,Month-to-month,Electronic check,94.55,1173.55,No
3339-EAQNV,Male,One year,Credit card (automatic),97.25,7133.1,No
3340-QBBFM,Male,One year,Credit card (automatic),54.1,1992.85,No
3345-CSCIA,Male,One year,Credit card (automatic),76.9,5023.0,
3345-JHUEO,Male,Month-to-month,Electronic check,20.2,55.7,No
3345-PBBFH,Male,Month-to-month,Bank transfer (automatic),49.55,393.45,No
3346-BRMIS,Female,Month-to-month,Electronic check,48.35,810.7,Yes
3347-YJZZE,Male,Month-to-month,Credit card (automatic),80.1,2211.8,No
3348-CFRNX,Female,Month-to-month,Mailed check,92.35,2602.9,Yes
3349-ANQNH,Female,One year,Electronic check,99.5,5890.0,No
3351-NGXYI,Female,Month-to-month,Electronic check,54.1,889.0,No
3351-NQLDI,Female,One year,Credit card (automatic),94.35,6341.45,Yes
3352-ALMCK,Male,Month-to-month,Mailed check,102.65,4108.15,No
3352-RICWQ,Female,Two year,Mailed check,19.75,210.65,No
3354-OADJP,Female,One year,Bank transfer (automatic),54.25,447.75,No
3359-DSRKA,Female,Two year,Mailed check,19.85,1158.85,No
3363-DTIVD,Male,Two year,Electronic check,105.55,7405.5,No
3363-EWLGO,Female,Month-to-month,Mailed check,19.95,109.6,No
3365-SAIGS,Female,Month-to-month,Electronic check,83.55,1329.15,No
3370-GQEAL,Male,Month-to-month,Electronic check,85.45,2509.95,No
3370-HXOPH,Female,Month-to-month,Electronic check,76.1,257.6,No
3372-CDXFJ,Male,One year,Bank transfer (automatic),24.5,343.6,No
3372-KWFBM,Male,Month-to-month,Electronic check,86.6,1281.0,Yes
3373-DIUUN,Male,Two year,Mailed check,21.25,711.9,No
3373-YZZYM,Male,Month-to-month,Mailed check,19.2,19.2,No
3374-LXDEV,Female,Month-to-month,Electronic check,89.4,1132.35,Yes
3374-PZLXD,Male,Month-to-month,Mailed check,19.7,675.6,No
3374-TTZTK,Male,Two year,Electronic check,106.3,5487.0,No
3376-BMGFE,Female,Month-to-month,Bank transfer (automatic),70.9,273.0,Yes
3378-AJRAO,Male,One year,Electronic check,24.85,1013.6,No
3384-CTMSF,Male,Month-to-month,Electronic check,104.1,5135.15,No
3387-PLKUI,Female,Month-to-month,Mailed check,18.8,251.25,No
3387-VATUS,Male,Month-to-month,Bank transfer (automatic),94.85,462.8,Yes
3389-KTRXV,Female,Two year,Mailed check,23.85,625.65,No
3389-YGYAI,Female,Month-to-month,Electronic check,105.5,829.55,Yes
3391-JSQEW,Male,Month-to-month,Mailed check,50.15,2058.5,No
3392-EHMNK,Female,Two year,Credit card (automatic),94.1,6302.8,No
3393-FMZPV,Female,Month-to-month,Electronic check,100.25,2387.75,Yes
3394-UQYIB,Female,Month-to-month,Credit card (automatic),50.15,115.1,
3396-DKDEL,Female,Two year,Credit card (automatic),115.15,8250.0,No
3397-AVTKU,Male,Two year,Electronic check,60.0,2548.55,No
3398-FSHON,Female,Month-to-month,Electronic check,91.3,1094.5,Yes
3398-GCPMU,Female,Two year,Credit card (automatic),89.55,6448.85,No
3398-ZOUAA,Male,Month-to-month,Electronic check,69.1,1474.75,Yes
3399-BMLVW,Male,Two year,Credit card (automatic),60.5,3121.45,No
3400-ESFUW,Male,Two year,Bank transfer (automatic),57.55,3046.4,Yes
3401-URHDA,Male,One year,Credit card (automatic),59.9,3043.6,No
3402-XRIUO,Female,Month-to-month,Mailed check,63.55,1381.8,No
3404-JNXAX,Female,Month-to-month,Electronic check,80.75,4116.9,No
3407-JMJQQ,Female,Two year,Bank transfer (automatic),109.0,7661.8,No
3407-QGWLG,Male,Month-to-month,Mailed check,20.05,75.45,No
3410-MHHUM,Female,One year,Electronic check,94.4,4295.35,No
3410-YOQBQ,Female,Two year,Mailed check,79.2,2497.2,No
3411-WLRSQ,Female,Month-to-month,Bank transfer (automatic),74.6,239.05,No
3413-BMNZE,Male,Month-to-month,Bank transfer (automatic),45.25,45.25,No
3413-CSSTH,Male,Month-to-month,Bank transfer (automatic),55.7,2237.55,No
3413-DHLPB,Male,Month-to-month,Bank transfer (automatic),103.75,5969.95,No
3415-TAILE,Female,Month-to-month,Mailed check,65.7,134.35,Yes
3417-TSCIC,Male,One year,Mailed check,24.85,788.05,No
3419-SNJJD,Female,Month-to-month,Bank transfer (automatic),105.25,6786.4,Yes
3420-YJLQT,Female,Month-to-month,Electronic check,79.55,151.75,No
3420-ZDBMA,Male,Month-to-month,Mailed check,71.45,371.6,No
3422-GALYP,Male,Month-to-month,Electronic check,79.45,145.15,No
3422-LYEPQ,Male,Month-to-month,Electronic check,71.0,71.0,Yes
3422-WJOYD,Male,One year,Mailed check,54.35,1426.45,No
3423-HHXAO,Female,One year,Mailed check,19.5,272.0,No
3424-NMNBO,Male,One year,Electronic check,108.85,6287.25,Yes
3426-NIYYL,Male,Month-to-month,Electronic check,51.55,765.5,Yes
3427-GGZZI,Female,Month-to-month,Electronic check,89.1,1620.8,No
3428-MMGUB,Male,Two year,Electronic check,89.55,5231.2,No
3428-XZMAZ,Male,Month-to-month,Electronic check,69.35,69.35,Yes
3429-IFLEM,Female,Two year,Credit card (automatic),77.35,5550.1,No
3439-GVUSX,Male,Month-to-month,Mailed check,24.4,24.4,No
3440-JPSCL,Female,Month-to-month,Mailed check,99.95,547.65,Yes
3441-CGZJH,Female,One year,Credit card (automatic),60.4,2640.55,No
3442-ZHHCC,Male,One year,Credit card (automatic),76.9,5023.0,No
3443-KUJWU,Male,Month-to-month,Electronic check,104.1,5135.15,
3445-HXXGF,Male,Month-to-month,Electronic check,45.3,2651.2,Yes
3446-QDSZF,Female,Month-to-month,Credit card (automatic),55.5,227.35,No
3450-WXOAT,Male,Month-to-month,Credit card (automatic),45.2,2065.15,No
3451-VAWLI,Female,Two year,Credit card (automatic),19.7,730.4,No
3452-ABWRL,Male,Month-to-month,Credit card (automatic),86.05,3865.6,No
3452-FLHYD,Male,One year,Bank transfer (automatic),20.95,495.15,No
3452-GWUIN,Female,Month-to-month,Electronic check,94.95,1760.25,No
3452-SRFEG,Male,Month-to-month,Bank transfer (automatic),74.6,3720.35,No
3453-RTHJQ,Male,Month-to-month,Electronic check,69.1,435.0,No
3454-JFUBC,Male,Two year,Credit card (automatic),20.0,1396.0,No
3457-PQBYH,Female,Two year,Credit card (automatic),20.3,1160.75,No
3458-IDMFK,Male,Two year,Mailed check,20.75,499.4,No
3460-TJBWI,Male,Two year,Mailed check,24.2,609.05,No
3462-BJQQA,Female,Month-to-month,Electronic check,89.75,552.65,No
3466-BYAVD,Male,Month-to-month,Mailed check,69.5,1071.4,No
3466-RITXD,Male,Month-to-month,Credit card (automatic),92.4,2349.8,No
3466-WAESX,Male,Month-to-month,Electronic check,69.1,1083.7,No
3468-DRVQJ,Female,One year,Electronic check,70.3,676.15,No
3470-BTGQO,Male,Month-to-month,Mailed check,45.65,985.05,No
3470-OBUET,Female,Two year,Credit card (automatic),74.0,4868.4,No
3472-OAOOR,Male,Month-to-month,Mailed check,34.95,610.2,No
3472-QPRCH,Male,Two year,Credit card (automatic),25.25,1006.9,No
3473-XIIIT,Female,Month-to-month,Electronic check,100.0,1534.75,Yes
3474-BAFSJ,Male,Two year,Bank transfer (automatic),57.5,3265.95,No
3481-JHUZH,Male,Month-to-month,Electronic check,80.25,3439.0,No
3482-ABPKK,Female,One year,Mailed check,54.3,1546.3,No
3485-REZCX,Male,One year,Credit card (automatic),84.3,5289.05,
3486-HOOGQ,Female,Two year,Bank transfer (automatic),79.7,5743.3,No
3486-KHMLI,Male,Month-to-month,Mailed check,24.7,467.15,No
3486-NPGST,Female,One year,Mailed check,19.55,620.75,No
3487-EARAT,Female,One year,Credit card (automatic),74.1,5222.3,No
3488-PGMQJ,Male,Month-to-month,Electronic check,74.5,606.55,Yes
3489-HHPFY,Female,Month-to-month,Electronic check,84.05,134.05,No
3489-VSFRD,Female,One year,Credit card (automatic),60.25,3282.75,No
3494-JCHRQ,Male,Month-to-month,Electronic check,70.05,70.05,Yes
3496-LFSZU,Male,Month-to-month,Electronic check,70.5,294.2,No
3498-LZGQZ,Male,Two year,Mailed check,19.15,1177.05,No
3500-NSDOA,Male,Two year,Credit card (automatic),70.8,4859.95,No
3500-RMZLT,Female,Month-to-month,Mailed check,96.3,1426.75,Yes
3503-TYDAY,Female,Month-to-month,Electronic check,80.45,3398.9,No
3506-LCJDC,Male,Month-to-month,Bank transfer (automatic),19.95,19.95,Yes
3506-OVLKD,Male,One year,Bank transfer (automatic),26.2,954.9,No
3507-GASNP,Male,Two year,Mailed check,19.95,1189.9,No
3508-CFVZL,Female,Two year,Mailed check,111.3,7985.9,No
3508-VLHCZ,Female,Two year,Credit card (automatic),90.55,6239.05,No
3509-GWQGF,Male,Month-to-month,Credit card (automatic),70.0,1732.6,No
3511-APPBJ,Male,One year,Credit card (automatic),99.95,2292.75,No
3511-BFTJW,Male,Two year,Credit card (automatic),38.5,2763.0,No
3512-IZIKN,Female,Two year,Credit card (automatic),65.3,4759.75,Yes
3518-FSTWG,Male,Two year,Bank transfer (automatic),109.55,7920.7,No
3518-PZXZQ,Female,Month-to-month,Mailed check,55.3,55.3,No
3519-ZKXGG,Female,Month-to-month,Electronic check,75.85,256.6,Yes
3520-FJGCV,Male,Two year,Credit card (automatic),112.6,8126.65,No
3521-HTQTV,Male,Two year,Bank transfer (automatic),26.1,980.35,No
3521-MNKLV,Male,Month-to-month,Mailed check,49.7,1167.8,No
3521-SYVOR,Female,Month-to-month,Electronic check,64.75,2345.2,Yes
3522-CDKHF,Female,Month-to-month,Bank transfer (automatic),75.5,2324.7,No
3523-BRGUW,Male,One year,Credit card (automatic),19.3,504.2,No
3523-QRQLL,Female,One year,Bank transfer (automatic),69.5,1498.2,Yes
3524-WQDSG,Female,Month-to-month,Bank transfer (automatic),99.3,4209.95,No
3525-DVKFN,Female,Two year,Mailed check,19.4,358.05,No
3528-HFRIQ,Male,Month-to-month,Bank transfer (automatic),52.3,3765.05,No
3530-CRZSB,Female,Month-to-month,Mailed check,20.65,155.9,No
3530-VWVGU,Female,Month-to-month,Mailed check,19.9,400.3,No
3533-UVMOM,Male,Two year,Bank transfer (automatic),70.95,4741.45,No
3536-IQCTX,Male,Month-to-month,Electronic check,85.3,2661.1,Yes
3537-HPKQT,Female,Month-to-month,Credit card (automatic),77.75,4266.4,No
3537-RYBHH,Female,Month-to-month,Credit card (automatic),67.45,3252.0,No
3538-WZPHD,Male,Month-to-month,Electronic check,29.6,79.45,Yes
3540-RZJYU,Female,Month-to-month,Electronic check,86.2,1270.2,Yes
3541-ZNUHK,Female,Month-to-month,Electronic check,85.1,4600.95,No
3544-FBCAS,Female,Two year,Credit card (automatic),83.6,5959.3,No
3545-CNWRG,Female,Month-to-month,Electronic check,98.35,4889.2,No
3546-GHEAE,Male,Two year,Mailed check,19.45,165.35,No
3547-LQRIK,Female,One year,Electronic check,26.9,1250.85,No
3549-ZTMNH,Male,Two year,Bank transfer (automatic),24.0,269.65,No
3550-SAHFP,Female,Month-to-month,Electronic check,83.35,2757.85,Yes
3551-GAEGL,Male,One year,Bank transfer (automatic),30.4,938.65,No
3551-HUAZH,Male,Month-to-month,Electronic check,74.4,74.4,Yes
3552-CTCYF,Male,Two year,Bank transfer (automatic),104.8,6597.25,No
3556-BVQGL,Female,One year,Mailed check,20.0,416.45,No
3557-HTYWR,Female,Two year,Mailed check,74.05,3496.3,No
3563-SVYLG,Male,Two year,Credit card (automatic),62.65,4375.8,No
3565-UNOCC,Female,Month-to-month,Bank transfer (automatic),99.05,2952.85,Yes
3566-CAAYU,Female,Two year,Electronic check,49.85,3210.35,No
3566-HJGPK,Male,Month-to-month,Mailed check,45.55,45.55,No
3566-VVORZ,Female,Month-to-month,Bank transfer (automatic),45.9,505.95,No
3567-PQTSO,Male,One year,Electronic check,105.25,5576.3,No
3569-EDBPQ,Female,Month-to-month,Electronic check,84.35,1938.05,No
3569-JFODW,Female,Two year,Credit card (automatic),90.95,6652.45,No
3569-VLDHH,Male,One year,Electronic check,75.1,5013.0,No
3570-YUEKJ,Female,Month-to-month,Electronic check,49.55,2077.95,No
3571-DPYUH,Male,One year,Credit card (automatic),94.7,5430.35,No
3571-RFHAR,Male,Month-to-month,Electronic check,109.15,6941.2,Yes
3572-UOLYZ,Female,Month-to-month,Bank transfer (automatic),84.8,3958.85,No
3572-UUHRS,Male,One year,Bank transfer (automatic),18.85,867.3,No
3577-AMVUX,Male,Month-to-month,Mailed check,55.05,55.05,No
3580-GICBM,Female,Two year,Mailed check,24.2,1445.2,No
3580-HYCSP,Male,Two year,Bank transfer (automatic),110.3,7966.9,No
3580-REOAC,Male,Month-to-month,Credit card (automatic),44.85,435.4,Yes
3583-EKAPL,Male,Month-to-month,Electronic check,55.0,55.0,Yes
3583-KRKMD,Male,Month-to-month,Bank transfer (automatic),75.9,1373.05,No
3584-WKTTW,Male,One year,Electronic check,111.55,5720.35,No
3585-ISXZP,Female,Month-to-month,Bank transfer (automatic),95.65,778.1,Yes
3585-YNADK,Female,One year,Bank transfer (automatic),74.6,4368.95,No
3587-PMCOY,Male,One year,Electronic check,98.9,1064.95,No
3588-WSTTJ,Female,Month-to-month,Electronic check,99.05,3554.6,No
3589-PPVKW,Male,Month-to-month,Mailed check,44.4,348.15,No
3590-DWSLF,Female,One year,Credit card (automatic),115.55,8127.6,
3590-TCXTB,Male,Month-to-month,Mailed check,20.35,20.35,No
3594-BDSOA,Female,One year,Credit card (automatic),20.4,482.8,No
3594-IVHJZ,Female,Month-to-month,Mailed check,20.45,42.45,No
3594-KADLU,Male,Month-to-month,Mailed check,35.1,101.1,No
3594-UVONA,Female,One year,Credit card (automatic),85.95,3110.1,Yes
3597-MVHJT,Female,Month-to-month,Bank transfer (automatic),95.6,2595.25,No
3597-YASZG,Female,Two year,Bank transfer (automatic),104.45,7349.35,No
3601-UTZXO,Male,One year,Bank transfer (automatic),19.5,798.2,
3604-WLABM,Female,Month-to-month,Electronic check,54.25,583.0,No
3605-JISKB,Male,One year,Credit card (automatic),60.0,3316.1,No
3606-SBKRY,Male,One year,Electronic check,50.05,1523.4,No
3606-TWKGI,Male,Month-to-month,Electronic check,106.9,1364.3,Yes
3612-YUNGG,Male,Two year,Credit card (automatic),109.2,6741.15,No
3612-YVGSJ,Female,Two year,Credit card (automatic),24.45,1681.6,No
3617-XLSGQ,Female,Two year,Bank transfer (automatic),109.25,7082.5,No
3620-EHIMZ,Female,Two year,Mailed check,19.35,1031.7,No
3620-MWJNE,Male,Month-to-month,Mailed check,54.45,87.3,No
3621-CEOVK,Female,Month-to-month,Electronic check,100.2,1369.8,Yes
